Timestamp,hash-rate
2021-04-08 01:00:00,154122560.82418784
2021-04-09 01:00:00,174825591.38266087
2021-04-10 01:00:00,180576433.20445892
2021-04-11 01:00:00,166774412.8321436
2021-04-12 01:00:00,165624244.467784
2021-04-13 01:00:00,163323907.73906472
2021-04-14 01:00:00,155272729.1885475
2021-04-15 01:00:00,198514005.70963436
2021-04-16 01:00:00,120743465.5644424
2021-04-17 01:00:00,106676265.69285686
2021-04-18 01:00:00,145361065.33971703
2021-04-19 01:00:00,113709865.62864962
2021-04-20 01:00:00,150050131.96357888
2021-04-21 01:00:00,118398932.25251147
2021-04-22 01:00:00,167634131.8030608
2021-04-23 01:00:00,158255998.5553371
2021-04-24 01:00:00,169978665.11499172
2021-04-25 01:00:00,165289598.49112985
2021-04-26 01:00:00,133638398.78006244
2021-04-27 01:00:00,166461865.14709532
2021-04-28 01:00:00,166461865.14709532
2021-04-29 01:00:00,143016532.0277861
2021-04-30 01:00:00,169978665.11499172
2021-05-01 01:00:00,158954589.9843886
2021-05-02 01:00:00,189527186.50027975
2021-05-03 01:00:00,181331416.27324066
2021-05-04 01:00:00,185429301.3867602
2021-05-05 01:00:00,160841990.70564282
2021-05-06 01:00:00,174160117.3245814
2021-05-07 01:00:00,176209059.88134116
2021-05-08 01:00:00,175184588.60296133
2021-05-09 01:00:00,190551657.77865964
2021-05-10 01:00:00,184404830.1083803
2021-05-11 01:00:00,176209059.88134116
2021-05-12 01:00:00,176209059.88134116
2021-05-13 01:00:00,185896531.25400168
2021-05-14 01:00:00,166839065.28467855
2021-05-15 01:00:00,153143321.1195184
2021-05-16 01:00:00,164348929.98192218
2021-05-17 01:00:00,150653185.81676203
2021-05-18 01:00:00,124506765.13781983
2021-05-19 01:00:00,155633456.42227483
2021-05-20 01:00:00,139447576.95435822
2021-05-21 01:00:00,136957441.6516018
2021-05-22 01:00:00,144427847.55987102
2021-05-23 01:00:00,148163050.51400563
2021-05-24 01:00:00,156878524.07365298
2021-05-25 01:00:00,153143321.1195184
2021-05-26 01:00:00,151898253.46814018
2021-05-27 01:00:00,145672915.21124923
2021-05-28 01:00:00,148163050.51400563
2021-05-29 01:00:00,144427847.55987102
2021-05-30 01:00:00,151858199.84334671
2021-05-31 01:00:00,147526659.02062267
2021-06-01 01:00:00,148572947.38247102
2021-06-02 01:00:00,173683868.0668324
2021-06-03 01:00:00,153804389.191713
2021-06-04 01:00:00,137063775.4021388
2021-06-05 01:00:00,137063775.4021388
2021-06-06 01:00:00,156943254.27725816
2021-06-07 01:00:00,139156352.12583557
2021-06-08 01:00:00,155896965.91540977
2021-06-09 01:00:00,131832333.59289683
2021-06-10 01:00:00,123462026.69810976
2021-06-11 01:00:00,109860277.9940807
2021-06-12 01:00:00,138110063.76398718
2021-06-13 01:00:00,136724465.12868512
2021-06-14 01:00:00,133766696.2189013
2021-06-15 01:00:00,129803238.5531561
2021-06-16 01:00:00,121876323.22166562
2021-06-17 01:00:00,128812374.13671976
2021-06-18 01:00:00,122867187.63810194
2021-06-19 01:00:00,102059034.89293952
2021-06-20 01:00:00,104040763.72581212
2021-06-21 01:00:00,104040763.72581212
2021-06-22 01:00:00,90168661.89570382
2021-06-23 01:00:00,100077306.0600669
2021-06-24 01:00:00,104040763.72581212
2021-06-25 01:00:00,108995085.80799364
2021-06-26 01:00:00,88186933.06283121
2021-06-27 01:00:00,58461000.569742054
2021-06-28 01:00:00,86205204.22995861
2021-06-29 01:00:00,89177797.47926754
2021-06-30 01:00:00,88186933.06283121
2021-07-01 01:00:00,94132119.56144907
2021-07-02 01:00:00,89177797.47926754
2021-07-03 01:00:00,98706076.21227616
2021-07-04 01:00:00,82108836.0775171
2021-07-05 01:00:00,94246664.01941094
2021-07-06 01:00:00,101386562.80876024
2021-07-07 01:00:00,87820755.10899657
2021-07-08 01:00:00,99244593.17195547
2021-07-09 01:00:00,93532674.14047602
2021-07-10 01:00:00,114952370.50852396
2021-07-11 01:00:00,89248734.86686642
2021-07-12 01:00:00,89962724.74580133
2021-07-13 01:00:00,97102623.53515066
2021-07-14 01:00:00,121378279.41893831
2021-07-15 01:00:00,91390704.50367121
2021-07-16 01:00:00,107098481.84023969
2021-07-17 01:00:00,101997588.09440474
2021-07-18 01:00:00,97872242.08868839
2021-07-19 01:00:00,115543619.13247934
2021-07-20 01:00:00,82919538.43624988
2021-07-21 01:00:00,98551910.4365265
2021-07-22 01:00:00,103989257.2192314
2021-07-23 01:00:00,91755226.95814537
2021-07-24 01:00:00,104668925.56706952
2021-07-25 01:00:00,103989257.2192314
2021-07-26 01:00:00,101950252.17571706
2021-07-27 01:00:00,115543619.13247934
2021-07-28 01:00:00,106707930.61058386
2021-07-29 01:00:00,108746935.65409821
2021-07-30 01:00:00,112824945.7411269
2021-07-31 01:00:00,112465862.12588961
2021-08-01 01:00:00,110975800.79118258
2021-08-02 01:00:00,103048957.87752669
2021-08-03 01:00:00,121785132.03707698
2021-08-04 01:00:00,98004603.29610927
2021-08-05 01:00:00,115299533.28954034
2021-08-06 01:00:00,114578911.20648071
2021-08-07 01:00:00,120343887.87095772
2021-08-08 01:00:00,113858289.12342106
2021-08-09 01:00:00,109534556.62506332
2021-08-10 01:00:00,118902643.70483847
2021-08-11 01:00:00,105931446.20976518
2021-08-12 01:00:00,108813934.5420037
2021-08-13 01:00:00,108175319.62792763
2021-08-14 01:00:00,126820808.5468918
2021-08-15 01:00:00,140740165.58252627
2021-08-16 01:00:00,124500915.70761941
2021-08-17 01:00:00,133007189.45161822
2021-08-18 01:00:00,104395177.76725851
2021-08-19 01:00:00,119087832.41598378
2021-08-20 01:00:00,123727618.0945286
2021-08-21 01:00:00,131460594.22543663
2021-08-22 01:00:00,126820808.5468918
2021-08-23 01:00:00,152339629.77888831
2021-08-24 01:00:00,119087832.41598378
2021-08-25 01:00:00,130687447.2547367
2021-08-26 01:00:00,127844614.11993943
2021-08-27 01:00:00,127844614.11993943
2021-08-28 01:00:00,123466373.91035247
2021-08-29 01:00:00,136601094.53911337
2021-08-30 01:00:00,118212485.65884812
2021-08-31 01:00:00,126093318.03610466
2021-09-01 01:00:00,119963781.7426829
2021-09-02 01:00:00,130471558.24569161
2021-09-03 01:00:00,129595910.20377423
2021-09-04 01:00:00,135725446.49719596
2021-09-05 01:00:00,143606278.8744525
2021-09-06 01:00:00,150611463.20979166
2021-09-07 01:00:00,133974150.41336119
2021-09-08 01:00:00,129910433.67934506
2021-09-09 01:00:00,125412870.36132078
2021-09-10 01:00:00,124497447.94992428
2021-09-11 01:00:00,135482516.8866823
2021-09-12 01:00:00,134567094.4752858
2021-09-13 01:00:00,145552163.4120438
2021-09-14 01:00:00,153790965.11461234
2021-09-15 01:00:00,129989982.41830327
2021-09-16 01:00:00,124497447.94992428
2021-09-17 01:00:00,134567094.4752858
2021-09-18 01:00:00,141890473.7664578
2021-09-19 01:00:00,146467585.8234403
2021-09-20 01:00:00,150129275.4690263
2021-09-21 01:00:00,113928907.44351819
2021-09-22 01:00:00,126546633.84005067
2021-09-23 01:00:00,155822347.6388684
2021-09-24 01:00:00,139767923.94274256
2021-09-25 01:00:00,135990412.4848306
2021-09-26 01:00:00,131268523.16244063
2021-09-27 01:00:00,146378568.99408844
2021-09-28 01:00:00,143545435.4006545
2021-09-29 01:00:00,122769122.38213871
2021-09-30 01:00:00,161488614.82573634
2021-10-01 01:00:00,132212901.02691859
2021-10-02 01:00:00,177543038.52186212
2021-10-03 01:00:00,141656679.6716985
2021-10-04 01:00:00,147411968.39584854
2021-10-05 01:00:00,162177735.83152118
2021-10-06 01:00:00,129544410.9385932
2021-10-07 01:00:00,139433297.2697835
2021-10-08 01:00:00,118666635.97428384
2021-10-09 01:00:00,148333294.9678548
2021-10-10 01:00:00,157233292.66592607
2021-10-11 01:00:00,144377740.43537864
2021-10-12 01:00:00,132511076.83795026
2021-10-13 01:00:00,167122178.99711636
2021-10-14 01:00:00,135477742.7373074
2021-10-15 01:00:00,139433297.2697835
2021-10-16 01:00:00,131522188.20483124
2021-10-17 01:00:00,158222181.29904512
2021-10-18 01:00:00,146534419.32302314
2021-10-19 01:00:00,154737198.72913387
2021-10-20 01:00:00,148747371.68155453
2021-10-21 01:00:00,147749067.17362463
2021-10-22 01:00:00,157732112.25292358
2021-10-23 01:00:00,144754153.64983496
2021-10-24 01:00:00,152740589.71327412
2021-10-25 01:00:00,181691420.4432411
2021-10-26 01:00:00,149745676.18948442
2021-10-27 01:00:00,156733807.7449937
2021-10-28 01:00:00,152740589.71327412
2021-10-29 01:00:00,170710070.85601225
2021-10-30 01:00:00,154737198.72913387
2021-10-31 01:00:00,140175299.14944655
2021-11-01 01:00:00,159350397.00608382
2021-11-02 01:00:00,170117315.72271112
2021-11-03 01:00:00,173347391.33769932
2021-11-04 01:00:00,153966937.6477702
2021-11-05 01:00:00,166887240.1077229
2021-11-06 01:00:00,165810548.2360602
